srcStateName,Class Studying,Schools surveyed,srcDistrictName,Students surveyed,srcYear,Average performance of students on learning outcome E302 EVS,Average performance of students on learning outcome E303 EVS,Average performance of students on learning outcome E304 EVS,Average performance of students on learning outcome E305 EVS,Average performance of students on learning outcome E307 EVS,Average performance of students on learning outcome E309 EVS,Average performance of students on learning outcome E310 EVS,Average performance of students on learning outcome E311 EVS,Average performance of students on learning outcome E313 EVS,Average performance of students on learning outcome E314 EVS,Average performance of students on learning outcome L304 Language,Average performance of students on learning outcome L312 Language,Average performance of students on learning outcome M301 Mathematics,Average performance of students on learning outcome M302 Mathematics,Average performance of students on learning outcome M303 Mathematics,Average performance of students on learning outcome M304 Mathematics,Average performance of students on learning outcome M305 Mathematics,Average performance of students on learning outcome M306 Mathematics,Average performance of students on learning outcome M309 Mathematics,Average performance of students on learning outcome M311 Mathematics,Average performance of students on learning outcome M312 Mathematics,Average performance of students on learning outcome M317 Mathematics,Average performance of students on learning outcome M318 Mathematics,Average performance of students on learning outcome M319 Mathematics,YearCode,Year
Kerala,3,53,Pathanamthitta,885,2021,,,,,,,,,,,,,47.83,73.91,46.49,56.27,50.94,45.02,38.85,55.47,48.05,72.52,57.5,58.6,2021,"Calendar Year (Jan - Dec), 2021"
Kerala,3,45,Thiruvananthapuram,1096,2021,,,,,,,,,,,,,54.14,81.6,60.28,64.23,56.95,50.7,45.87,66.12,60.45,81.16,69.19,63.04,2021,"Calendar Year (Jan - Dec), 2021"
Kerala,3,38,Thrissur,817,2021,,,,,,,,,,,,,56.1,81.97,53.86,62.46,50.32,43.23,41.09,65.43,53.26,81,61.74,64.11,2021,"Calendar Year (Jan - Dec), 2021"
Kerala,3,36,Wayanad,879,2021,,,,,,,,,,,,,34.71,58.64,35.66,40.2,35.91,24.96,31.83,51.43,39.15,54.81,43.13,39.18,2021,"Calendar Year (Jan - Dec), 2021"
Ladakh,3,35,Kargil,397,2021,,,,,,,,,,,,,35.39,60.3,43.07,44.61,42.3,32.37,25.17,50.68,40.49,59.59,41.13,36.64,2021,"Calendar Year (Jan - Dec), 2021"
Ladakh,3,26,Leh (Ladakh),337,2021,,,,,,,,,,,,,38.31,67.15,47.24,45.98,38.18,32.82,30.16,56.6,37.54,65.39,45.16,45.97,2021,"Calendar Year (Jan - Dec), 2021"
Lakshadweep,3,12,Lakshadweep,313,2021,,,,,,,,,,,,,46.1,67.01,41.23,41.48,42.47,39.21,42.32,63.67,44.09,70.33,56.03,58.31,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,44,Agar Malwa,649,2021,,,,,,,,,,,,,39.57,70.32,54.01,64.45,55.76,51.42,39.29,54.41,55.28,72.83,54.87,51.71,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Alirajpur,708,2021,,,,,,,,,,,,,36.24,68.23,53.32,55.39,47.29,43.58,28.54,52.86,47.69,67.85,46.21,44.37,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,50,Anuppur,661,2021,,,,,,,,,,,,,42.47,70.33,53.48,61.86,52.23,44.12,39.29,56.73,52.84,72.34,61.02,55.94,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,40,Ashoknagar,649,2021,,,,,,,,,,,,,37.33,69.53,55.28,60.9,48.69,48.03,36.26,55.21,52.44,77.7,57.24,53.71,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Balaghat,740,2021,,,,,,,,,,,,,48.83,73.27,58.22,60.24,58.65,50.73,51.52,65.3,58.63,79.31,59.83,60.39,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,51,Barwani,739,2021,,,,,,,,,,,,,43.3,75.72,58.34,70.72,56.83,51.6,38.41,57.86,50.95,78.27,54.67,55.12,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,47,Betul,895,2021,,,,,,,,,,,,,45.39,71.99,51.84,62.04,51.33,46.46,39.13,58.11,48.33,76.2,57.89,55.47,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,55,Bhind,798,2021,,,,,,,,,,,,,58.55,86.19,78.24,79.79,68.79,68.47,53.28,69.97,66.24,85.34,76.9,72.71,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,45,Bhopal,873,2021,,,,,,,,,,,,,41.96,73.75,54.65,64.1,55.79,46,37.67,62.82,49.19,80.31,63.52,59.17,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,33,Burhanpur,765,2021,,,,,,,,,,,,,41.66,74.09,52.67,60.95,53.34,42.96,48.59,53.33,47.99,76.3,54,52.6,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,35,Chhatarpur,695,2021,,,,,,,,,,,,,57.91,86.06,72.45,77.61,68.1,64.88,50.53,72.51,70.78,86.02,75.69,70.37,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,61,Chhindwara,989,2021,,,,,,,,,,,,,44.84,77.36,55.7,66.24,59.08,50.21,43.51,64.16,54.11,80.3,63.6,56.18,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,38,Damoh,784,2021,,,,,,,,,,,,,65.42,87.61,78.97,85.25,81.12,74.26,65.14,76.91,72.62,90.55,82.37,76.11,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,35,Datia,531,2021,,,,,,,,,,,,,47.17,79.74,59.16,75.96,60.51,54.62,45.63,60.61,59.63,81.02,61.99,57.72,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,39,Dewas,726,2021,,,,,,,,,,,,,41.24,68.24,48.27,59.91,49.99,36.11,36.28,56.87,46.44,72.02,52.52,48.06,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,47,Dhar,727,2021,,,,,,,,,,,,,40.85,74.27,58.11,69.54,59.32,52.45,41.66,60.2,53.8,81.11,59.66,56.97,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,57,Dindori,801,2021,,,,,,,,,,,,,39.9,71.16,55.23,61.6,53.96,47.81,32.55,52.49,50.73,74.62,56.33,46.3,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Guna,634,2021,,,,,,,,,,,,,56.16,80.86,67.48,73.45,63.15,56.28,40.4,67.06,62.5,85.99,67.86,67.99,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,56,Gwalior,973,2021,,,,,,,,,,,,,46.6,73.7,54.28,61.71,53.4,47.99,41.73,62.04,50.81,77.74,66.52,54.19,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,37,Harda,686,2021,,,,,,,,,,,,,37.33,61.11,45.9,50.48,48.15,39.52,37.96,51.75,43.53,63.25,46.43,47.81,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,51,Hoshangabad,854,2021,,,,,,,,,,,,,42,69.89,51.9,57.03,50.82,41.65,43.02,57.2,49.63,72.34,58.1,55.85,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,45,Indore,916,2021,,,,,,,,,,,,,44.82,69.54,50.98,61.4,47.41,41.89,40.66,60.42,48.13,77.76,55.49,55.38,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,57,Jabalpur,1160,2021,,,,,,,,,,,,,45.73,72.34,52.51,64.4,52.59,47.92,40.45,58.52,50.42,77.48,59.8,51.79,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,44,Jhabua,761,2021,,,,,,,,,,,,,30.33,56.44,37.2,49.95,41.57,33.12,24.91,45.09,39.57,62.62,43.06,42.18,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,45,Katni,785,2021,,,,,,,,,,,,,42.68,74.39,56.49,64.95,57.16,48.48,43,61.7,54.42,76.45,62.35,61.69,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,38,Khandwa,780,2021,,,,,,,,,,,,,45.44,74,57.88,65.99,57.18,51.99,40.52,61.32,52.35,78.1,61.71,59.1,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Khargone,645,2021,,,,,,,,,,,,,36.92,70.06,52.05,61.62,52.52,47.26,40.64,55.06,47.49,71.31,50.82,54.44,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,52,Mandla,743,2021,,,,,,,,,,,,,46.23,72.41,49.41,58.94,51.29,44.25,38.22,59.81,51.86,75.67,55.97,54.55,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,43,Mandsaur,623,2021,,,,,,,,,,,,,38.77,64.42,45.51,52.49,45,45.11,31.53,55.67,46,70.68,47.04,48.4,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,57,Morena,885,2021,,,,,,,,,,,,,50.46,80.4,69.12,75.42,61.03,58.44,39.83,65.43,55.5,85.54,70.03,61.75,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Narsimhapur,719,2021,,,,,,,,,,,,,50.92,79.08,64.46,70.24,66.27,60.03,51.73,62.3,56.59,82.44,67.98,64.75,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,50,Neemuch,755,2021,,,,,,,,,,,,,45.69,61.67,48.71,51.51,46.37,33.67,31.27,57.67,47.25,69.75,52.28,48.83,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,32,Niwari,517,2021,,,,,,,,,,,,,56.48,85.02,70.21,83.54,58.1,61.57,48.17,66.38,61.54,85.78,69.32,65.14,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,42,Panna,670,2021,,,,,,,,,,,,,52.82,89.27,76.34,85.67,71.57,68.69,49.35,69.43,68.15,91.53,73.89,70.2,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Raisen,650,2021,,,,,,,,,,,,,50.3,83.04,60.38,72.11,65.42,57.57,47.08,68.44,56.87,84.8,68.81,65.8,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,42,Rajgarh,716,2021,,,,,,,,,,,,,46.86,76.57,58.45,63.87,53.93,46.38,39.97,61.67,54.47,80.74,59.84,60.49,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,44,Ratlam,757,2021,,,,,,,,,,,,,36.61,67.81,48.47,54.07,41.37,37.66,35.52,57.5,43.61,73.89,47.7,50.79,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Rewa,751,2021,,,,,,,,,,,,,39.88,67.26,44.2,55.1,47.35,37.72,30.91,52.87,43.89,67.88,51.77,51.78,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,46,Sagar,998,2021,,,,,,,,,,,,,58.68,82.11,66.01,71.96,63.33,60.51,44.92,69.29,64.09,82.63,68.99,66.36,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,51,Satna,675,2021,,,,,,,,,,,,,44.75,72.41,54.59,66.78,53.67,49.64,35.79,58.92,56.89,74.52,57.51,49.82,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,41,Sehore,658,2021,,,,,,,,,,,,,49.94,78.59,66.65,74.09,65.04,56.35,40.86,65.86,55.61,85.59,68.29,63.96,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,49,Seoni,714,2021,,,,,,,,,,,,,38.14,62.09,45.86,52.93,43.31,38.97,35.85,51.05,41.69,66.52,48.39,51.25,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,48,Shahdol,724,2021,,,,,,,,,,,,,53.4,77.28,62.78,72.46,65.26,61.91,46.07,62.81,64.38,81.05,64.61,67.63,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,39,Shajapur,624,2021,,,,,,,,,,,,,42.91,71.14,56.46,63.72,54.2,48.2,31.44,56.32,53.39,73.33,56.36,51.48,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,38,Sheopur,596,2021,,,,,,,,,,,,,58.16,80.24,69.38,79.91,71.45,60.37,51.82,67.67,62.99,82.71,69.58,66.5,2021,"Calendar Year (Jan - Dec), 2021"
Madhya Pradesh,3,52,Shivpuri,733,2021,,,,,,,,,,,,,49.43,78.36,55.68,73.69,59.3,57.16,34.92,57.76,54.57,80.44,64.47,56.16,2021,"Calendar Year (Jan - Dec), 2021"
